Transaction Date,Car Brand,Car Model,Displacement (c.c.),Manufacture Year,No. of Previous Owners,Milleage (km),Exterior Color,Reference Price (HKD)
2019/11,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,1,59000.0,Purple,"$128,000"
2019/11,TOYOTA,ESTIMA 2.4,2362.0,2013.0,1,25000.0,Black,"$188,000"
2019/11,NISSAN,ELGRAND 2.5L HWS,2488.0,2013.0,2,87895.0,Silver,"$128,000"
2019/11,NISSAN,QASHQAI PLUS,1997.0,2018.0,0,1800.0,Blue,"$248,000"
2019/10,AUDI,A4 30 TFSI,1395.0,2016.0,0,36000.0,Grey,"$228,000"
2019/10,AUDI,S3 SEDAN TFSI QUATTRO,1984.0,2018.0,0,700.0,White,"$549,000"
2019/10,AUDI,S3 SEDAN TFSI QUATTRO,1984.0,2017.0,0,3500.0,Red-Var,"$438,000"
2019/10,AUDI,S3 SPORTBACK 2.0 TFSI QUATTRO,1984.0,2014.0,0,65400.0,White,"$285,000"
2019/10,TOYOTA,WISH,1798.0,2014.0,0,76000.0,Grey,"$108,000"
2019/10,MERCEDES BENZ,C250 AMG,1991.0,2014.0,0,46000.0,Grey,"$288,000"
2019/10,TOYOTA,COROLLA 1.5,1497.0,2014.0,1,31000.0,Black-Var,"$128,000"
2019/10,MERCEDES BENZ,C200 BE AMG,1796.0,2013.0,1,50000.0,White,"$148,000"
2019/10,HONDA,FREED G AERO,1496.0,2015.0,0,80000.0,Blue,"$138,000"
2019/10,HONDA,FREED,1496.0,2013.0,0,80300.0,White,"$128,000"
2019/10,NISSAN,NOTE DIG-S GREEN,1198.0,2014.0,0,31637.0,Pink,"$98,000"
2019/10,AUDI,RSQ3 2.5 TFSI QUATTRO,2480.0,2014.0,1,23200.0,Grey,"$348,000"
2019/10,AUDI,S3 SEDAN 2.0 TFSI QUATTRO,1984.0,2014.0,0,63200.0,Blue,"$338,000"
2019/10,AUDI,S3 SEDAN 2.0 TFSI QUATTRO,1984.0,2014.0,0,56300.0,Blue,"$298,000"
2019/10,AUDI,S3 SEDAN TFSI QUATTRO,1984.0,2018.0,0,600.0,White,"$596,800"
2019/10,AUDI,S3 SEDAN TFSI QUATTRO,1984.0,2014.0,0,27300.0,White,"$329,000"
2019/10,TOYOTA,NOAH,1987.0,2014.0,1,42000.0,Black,"$228,000"
2019/10,TOYOTA,ALPHARD,3456.0,2015.0,1,12000.0,Black-Var,"$488,000"
2019/10,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,0,76200.0,White,"$148,000"
2019/10,HONDA,FREED,1496.0,2016.0,0,65823.0,Blue,"$168,000"
2019/10,VOLKSWAGEN,POLO 1.4,1390.0,2013.0,0,4000.0,White,"$78,000"
2019/10,HONDA,STEPWGN 2.0,1997.0,2010.0,0,86800.0,Silver,"$98,000"
2019/10,INFINITI,Q50 3.0T TECH,2997.0,2017.0,0,12000.0,Grey,"$319,000"
2019/10,VOLKSWAGEN,SCIROCCO 1.4 TSI,1390.0,2015.0,1,18000.0,Purple,"$138,000"
2019/10,NISSAN,QASHQAI PLUS,1997.0,2016.0,0,59000.0,White,"$188,000"
2019/10,AUDI,RS6 AVANT PERFORMANCE QUATTRO 605,3993.0,2017.0,0,40300.0,Grey,"$1,180,000"
2019/10,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,0,81000.0,Blue,"$148,000"
2019/10,TOYOTA,NOAH,1987.0,2011.0,0,45000.0,Silver,"$148,000"
2019/10,VOLVO,XC60 T5 R-DESIGN,1969.0,2014.0,0,59000.0,Black,"$178,000"
2019/10,AUDI,RSQ3 2.5 TFSI QUATTRO,2480.0,2015.0,0,46400.0,Silver,"$398,000"
2019/10,HONDA,FREED G AERO,1496.0,2015.0,0,53000.0,Silver,"$168,000"
2019/10,NISSAN,SERENA 2.0 HWS,1997.0,2012.0,1,86500.0,Purple,"$128,000"
2019/10,BMW,520IA,1997.0,2012.0,1,48000.0,Grey,"$168,000"
2019/10,BMW,520I,1997.0,2013.0,0,72543.0,White,"$198,000"
2019/10,HONDA,JAZZ,1317.0,2017.0,0,9500.0,White,"$148,000"
2019/10,BMW,535IA GRAN TURISMO EXECUTIVE,2979.0,2011.0,1,76000.0,Grey,"$138,000"
2019/10,LAND ROVER,DISCOVERY SPT SE,1999.0,2015.0,0,33000.0,Brown,"$378,000"
2019/10,HONDA,STEPWGN SPADA,1496.0,2018.0,0,32000.0,White,"$298,000"
2019/10,HONDA,ODYSSEY 2.4,2356.0,2017.0,0,13000.0,Grey,"$358,000"
2019/10,AUDI,RS6 AVANT PERFORMANCE 4.0 TFSI QUATTRO,3993.0,2015.0,0,28300.0,Blue,"$1,000,000"
2019/10,BMW,323IA TOURING,2497.0,2010.0,2,60000.0,Grey,"$108,800"
2019/10,TOYOTA,SIENTA,1496.0,2016.0,0,25000.0,Yellow,"$188,000"
2019/10,TOYOTA,NOAH,1987.0,2016.0,0,3544.0,Black-Var,"$248,000"
2019/10,VOLKSWAGEN,JETTA 1.4 TSI,1390.0,2013.0,1,87700.0,Grey,"$88,000"
2019/10,AUDI,A4 1.8T MULTITRONIC,1798.0,2013.0,1,58000.0,White,"$108,000"
2019/10,NISSAN,SERENA 2.0 HWS,1997.0,2014.0,0,34000.0,White,"$178,000"
2019/10,BMW,328IA GRAN TURISMO,1997.0,2013.0,0,55000.0,Black,"$218,000"
2019/10,TOYOTA,SPADE,1496.0,2017.0,0,8964.0,Black-Var,"$148,000"
2019/10,HONDA,JAZZ,1317.0,2018.0,0,3800.0,Blue,"$148,000"
2019/10,VOLKSWAGEN,GOLF 1.4 TSI,1395.0,2016.0,0,51130.0,Grey,"$108,000"
2019/10,AUDI,RS5 COUPE,2894.0,2017.0,0,26714.0,Red-Var,"$868,000"
2019/10,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,35000.0,Red-Var,"$178,000"
2019/10,NISSAN,QASHQAI PLUS,1997.0,2017.0,0,14600.0,White,"$218,000"
2019/10,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,57000.0,Red-Var,"$168,000"
2019/10,MERCEDES BENZ,B200,1595.0,2014.0,0,30000.0,Grey,"$168,000"
2019/10,TOYOTA,RACTIS VERSO,1497.0,2014.0,0,62804.0,Purple,"$118,000"
2019/10,AUDI,RS3 SPORTBACK QUATTRO,2480.0,2018.0,0,6700.0,Grey,"$674,000"
2019/10,AUDI,RS5 4.2 QUATTRO,4163.0,2011.0,1,96500.0,Black,"$180,000"
2019/10,HONDA,FREED,1496.0,2014.0,0,7900.0,Black,"$158,000"
2019/10,MAZDA,MAZDA5,1998.0,2016.0,1,27000.0,Grey,"$148,000"
2019/10,HONDA,STEPWGN 2.0,1997.0,2014.0,0,29169.0,Grey,"$168,000"
2019/10,VOLVO,XC90 2.5T,2497.0,2013.0,0,36000.0,Grey,"$158,000"
2019/10,AUDI,RS3 SPORTBACK QUATTRO,2480.0,2015.0,0,33500.0,Blue,"$455,000"
2019/09,BMW,218D GRAN TOURER,1995.0,2017.0,0,7000.0,Grey,"$318,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2018.0,0,1400.0,White,"$645,000"
2019/09,AUDI,R8 COUPE V10 PLUS 5.2 FSI QUATTRO,5204.0,2017.0,0,11200.0,Black,"$1,000,000"
2019/09,AUDI,RS3 SPORTBACK,2480.0,2015.0,0,31400.0,Grey,"$528,000"
2019/09,TOYOTA,NOAH,1987.0,2011.0,1,97000.0,Silver,"$118,000"
2019/09,AUDI,Q3 30 TFSI,1395.0,2015.0,0,36000.0,Blue,"$198,000"
2019/09,MERCEDES BENZ,E230,2497.0,2008.0,0,63455.0,Grey,"$65,000"
2019/09,VOLVO,XC60 T5 MR,1969.0,2014.0,1,81000.0,Gold,"$168,000"
2019/09,VOLKSWAGEN,PASSAT CC 2.0T,1984.0,2012.0,2,18000.0,White,"$98,000"
2019/09,BMW,520D,1995.0,2014.0,0,26200.0,Grey,"$348,000"
2019/09,VOLKSWAGEN,TIGUAN 1.4,1395.0,2016.0,0,13800.0,White,"$208,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2016.0,0,29500.0,White,"$528,000"
2019/09,TOYOTA,SIENTA,1496.0,2017.0,0,31000.0,Yellow,"$208,000"
2019/09,HONDA,JAZZ 1.5,1496.0,2016.0,0,12100.0,Orange,"$163,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2015.0,1,33400.0,Grey,"$588,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2016.0,0,21700.0,Grey,"$598,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2017.0,0,3900.0,Grey,"$659,000"
2019/09,NISSAN,ELGRAND 2.5L HWS,2488.0,2013.0,1,29000.0,Purple,"$188,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2015.0,0,36200.0,Silver,"$638,000"
2019/09,HONDA,FREED,1496.0,2014.0,0,40000.0,Silver,"$148,000"
2019/09,MAZDA,MAZDA8 2.3,2261.0,2008.0,2,66000.0,Silver,"$69,800"
2019/09,TOYOTA,COROLLA,1497.0,2010.0,0,83000.0,Silver,"$69,800"
2019/09,MERCEDES BENZ,C200K AV,1796.0,2008.0,0,64000.0,Black,"$79,800"
2019/09,AUDI,A6 2.8 QUATTRO,2773.0,2013.0,0,29000.0,Grey,"$158,000"
2019/09,HONDA,STEPWGN,1997.0,2014.0,0,32000.0,Silver,"$188,000"
2019/09,NISSAN,QASHQAI PLUS,1997.0,2017.0,0,9000.0,White,"$228,000"
2019/09,HONDA,STEPWGN 2.0 SPADA,1997.0,2014.0,1,49800.0,Black,"$178,000"
2019/09,MITSUBISHI,LANCER 1.8,1798.0,2012.0,2,50000.0,Grey,"$78,000"
2019/09,NISSAN,NOTE,1198.0,2012.0,0,11000.0,Black,"$98,000"
2019/09,TOYOTA,NOAH,1987.0,2010.0,0,21500.0,Silver,"$128,000"
2019/09,TOYOTA,PREVIA 2.4 8-SEATER,2362.0,2016.0,0,26000.0,Grey-Var,"$298,000"
2019/09,TOYOTA,NOAH,1987.0,2014.0,0,49000.0,Red-Var,"$218,000"
2019/09,NISSAN,NOTE DIG-S GREEN,1198.0,2016.0,0,11100.0,Black,"$128,000"
2019/09,TOYOTA,NOAH,1987.0,2014.0,1,71000.0,White,"$208,000"
2019/09,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,0,61000.0,Silver,"$168,000"
2019/09,BMW,323IA,2497.0,2011.0,1,36800.0,White,"$108,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2016.0,0,26800.0,Grey,"$449,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2015.0,0,24500.0,White,"$618,000"
2019/09,TOYOTA,PRIUS C,1497.0,2014.0,0,61906.0,Orange,"$128,000"
2019/09,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2013.0,0,17680.0,White,"$248,000"
2019/09,INFINITI,Q70L HYBRID,3498.0,2014.0,0,65000.0,Black,"$206,000"
2019/09,HONDA,STEPWGN L,1496.0,2015.0,0,53000.0,Blue,"$218,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2018.0,0,600.0,Grey,"$665,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2016.0,0,71500.0,Black,"$468,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2018.0,0,6000.0,Blue,"$639,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2017.0,0,7800.0,Brown,"$506,000"
2019/09,HONDA,VEZEL,1496.0,2016.0,0,18500.0,Beige-Var,"$208,000"
2019/09,HONDA,STEPWGN 2.0 SPADA,1997.0,2014.0,1,51000.0,Black,"$188,000"
2019/09,HONDA,JAZZ 1.5,1496.0,2014.0,0,65000.0,Purple,"$138,000"
2019/09,VOLKSWAGEN,POLO 1.4,1390.0,2012.0,0,39000.0,White,"$89,800"
2019/09,MINI,COOPER COUNTRYMAN AT,1598.0,2011.0,0,28000.0,Brown,"$98,000"
2019/09,HONDA,STEPWGN 2.0,1997.0,2010.0,0,57000.0,Black,"$108,000"
2019/09,MERCEDES BENZ,B200,1595.0,2015.0,0,35000.0,White,"$188,000"
2019/09,HONDA,JAZZ 1.5,1496.0,2016.0,0,14500.0,Blue,"$158,000"
2019/09,INFINITI,Q50 2.0T LUXE,1991.0,2017.0,0,11000.0,Black-Var,"$248,000"
2019/09,AUDI,Q7 45 TFSI QUATTRO,2995.0,2017.0,0,1000.0,Grey,"$779,900"
2019/09,VOLKSWAGEN,JETTA 1.4 TSI,1390.0,2014.0,1,36000.0,Blue,"$118,000"
2019/09,HONDA,ODYSSEY 2.4,2354.0,2013.0,0,107000.0,Grey,"$109,800"
2019/09,NISSAN,ELGRAND 2.5L HWS,2488.0,2013.0,0,55935.0,White,"$188,000"
2019/09,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2014.0,0,46000.0,White,"$298,000"
2019/09,BMW,118IA HATCHBACK,1598.0,2012.0,1,31000.0,Black,"$118,000"
2019/09,AUDI,Q7 40 TFSI QUATTRO,1984.0,2017.0,0,14800.0,Black,"$568,000"
2019/09,HONDA,FREED,1496.0,2012.0,0,77000.0,White,"$128,000"
2019/09,NISSAN,JUKE 1.6 CVT,1598.0,2016.0,0,20000.0,Yellow,"$158,000"
2019/09,HONDA,CR-Z,1496.0,2016.0,0,11000.0,White,"$198,000"
2019/09,NISSAN,QASHQAI PLUS,1997.0,2015.0,0,28000.0,Brown,"$178,000"
2019/09,AUDI,Q7 3.0 TFSI QUATTRO (333HP),2995.0,2013.0,1,86300.0,Grey,"$298,000"
2019/09,NISSAN,TEANA,2488.0,2014.0,0,63000.0,Grey-Var,"$148,000"
2019/09,HONDA,FREED G AERO,1496.0,2014.0,0,36000.0,White,"$168,000"
2019/09,HONDA,STEPWGN SPADA,1496.0,2015.0,0,40000.0,Purple,"$258,000"
2019/09,TOYOTA,RAV4,1987.0,2017.0,0,4500.0,Silver,"$228,000"
2019/09,AUDI,Q7 3.0 TFSI QUATTRO (333HP),2995.0,2014.0,1,24500.0,Black,"$318,000"
2019/09,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,64000.0,Blue,"$168,000"
2019/09,AUDI,Q7 3.0 TFSI QUATTRO (333HP),2995.0,2014.0,0,58300.0,Blue,"$359,000"
2019/09,MAZDA,MAZDA6 2.0,1998.0,2014.0,0,51590.0,Blue,"$128,000"
2019/09,TOYOTA,RACTIS,1497.0,2014.0,0,9337.0,Black-Var,"$98,000"
2019/09,TOYOTA,WISH,1798.0,2017.0,0,22600.0,Silver,"$188,000"
2019/09,HONDA,JAZZ 1.5,1496.0,2016.0,0,48000.0,Black,"$148,000"
2019/09,TOYOTA,PREVIA 3.5,3456.0,2007.0,0,60000.0,Black,"$69,800"
2019/09,NISSAN,QASHQAI,1997.0,2008.0,0,25000.0,Silver,"$78,000"
2019/09,NISSAN,SERENA 2.0 HWS,1997.0,2014.0,0,16000.0,White,"$188,000"
2019/09,NISSAN,QASHQAI PLUS,1997.0,2017.0,0,34264.0,Blue,"$218,000"
2019/09,LEXUS,NX300H,2494.0,2015.0,0,31000.0,Grey,"$348,000"
2019/09,TOYOTA,SPADE,1496.0,2017.0,0,11700.0,White-Var,"$139,800"
2019/09,NISSAN,QASHQAI,1997.0,2017.0,0,11370.0,Black,"$178,000"
2019/08,BMW,520IA,1997.0,2013.0,0,37905.0,Black,"$198,000"
2019/08,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,0,30000.0,Silver,"$168,000"
2019/08,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2011.0,0,121100.0,Grey,"$132,000"
2019/08,AUDI,Q7 3.0 TFSI QUATTRO (333HP),2995.0,2014.0,0,46700.0,Black,"$428,000"
2019/08,NISSAN,SERENA 2.0 HWS,1997.0,2014.0,0,53000.0,Brown,"$178,000"
2019/08,NISSAN,TEANA,2488.0,2015.0,0,73000.0,Blue,"$158,000"
2019/08,TOYOTA,WISH,1798.0,2010.0,0,18000.0,Silver,"$98,000"
2019/08,NISSAN,QASHQAI PLUS,1997.0,2015.0,0,25247.0,White,"$178,000"
2019/08,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2011.0,0,78000.0,Silver,"$188,000"
2019/08,MAZDA,MAZDA3 S,1998.0,2011.0,1,45500.0,Grey,"$68,000"
2019/08,HONDA,STEPWGN SPADA,1496.0,2017.0,0,23000.0,Grey,"$278,000"
2019/08,LEXUS,NX300H,2494.0,2014.0,0,41000.0,Black-Var,"$328,000"
2019/08,TOYOTA,WISH,1798.0,2014.0,0,49000.0,White-Var,"$128,000"
2019/08,HONDA,ODYSSEY,2356.0,2016.0,0,55000.0,Black,"$238,000"
2019/08,TOYOTA,PREVIA 2.4 7-SEATER,2362.0,2015.0,0,49127.0,Silver,"$288,000"
2019/08,INFINITI,Q30 2.0T GT,1991.0,2017.0,0,8000.0,Blue-Var,"$248,000"
2019/08,HONDA,CRV 2.4,2354.0,2014.0,0,88000.0,Black,"$138,880"
2019/08,BMW,520IA,1997.0,2012.0,2,48443.0,Grey,"$128,000"
2019/08,BMW,X1,1997.0,2013.0,0,21060.0,White,"$168,000"
2019/08,NISSAN,NOTE,1198.0,2013.0,0,43500.0,White,"$98,000"
2019/08,TOYOTA,PREVIA 2.4 8-SEATER,2362.0,2013.0,0,74500.0,Grey-Var,"$148,000"
2019/08,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2011.0,1,16700.0,Black,"$238,000"
2019/08,VOLKSWAGEN,GOLF 1.4 TSI,1390.0,2009.0,0,18000.0,White,"$58,000"
2019/08,NISSAN,X-TRAIL,1997.0,2015.0,0,24500.0,Orange,"$188,000"
2019/08,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2014.0,0,26100.0,White,"$428,000"
2019/08,LEXUS,RX270,2672.0,2014.0,0,39500.0,Brown,"$288,000"
2019/08,LEXUS,NX300H,2494.0,2015.0,0,95000.0,Brown,"$288,000"
2019/08,HONDA,JAZZ EX,1339.0,2013.0,1,41000.0,Silver,"$98,000"
2019/08,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,27300.0,Grey,"$332,000"
2019/08,NISSAN,QASHQAI,1997.0,2012.0,0,26000.0,Purple,"$99,800"
2019/08,AUDI,Q7 3.0 TDI QUATTRO,2967.0,2014.0,0,41000.0,Grey,"$469,000"
2019/08,AUDI,Q7 3.0 TDI QUATTRO,2967.0,2010.0,0,69900.0,Grey,"$207,000"
2019/08,MINI,COOPER CLUBMAN,1499.0,2016.0,0,8000.0,Red/Silver,"$218,000"
2019/08,VOLKSWAGEN,POLO 1.2 TSI,1197.0,2015.0,1,19450.0,Grey,"$98,000"
2019/08,MERCEDES BENZ,GLA250 4MATIC,1991.0,2014.0,0,38000.0,Black,"$258,000"
2019/08,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,13600.0,Black,"$368,000"
2019/08,AUDI,Q7 3.0 TDI QUATTRO,2995.0,2014.0,0,41000.0,Grey,"$469,000"
2019/08,TOYOTA,NOAH,1987.0,2010.0,0,65000.0,White,"$118,000"
2019/08,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,13400.0,White,"$368,000"
2019/08,INFINITI,Q50 2.0T LUXE,1991.0,2017.0,0,13000.0,White,"$248,000"
2019/08,TOYOTA,COROLLA,1496.0,2015.0,0,19564.0,White-Var,"$138,000"
2019/08,FORD,GALAXY,1999.0,2012.0,0,29000.0,Black-Var,"$98,000"
2019/08,TOYOTA,SPADE,1496.0,2016.0,0,57000.0,Silver,"$128,000"
2019/08,AUDI,TT COUPE,1798.0,2013.0,1,67000.0,Black,"$138,000"
2019/08,BMW,X1 SDRIVE 2.0IA,1997.0,2014.0,0,5700.0,White,"$188,000"
2019/08,HONDA,ODYSSEY 2.4 SUPREME,2356.0,2015.0,0,64000.0,Purple,"$248,000"
2019/08,NISSAN,SERENA HWS VIP,1997.0,2017.0,0,3910.0,White/Black,"$288,000"
2019/08,HONDA,JAZZ 1.5,1496.0,2018.0,0,6500.0,Black,"$179,800"
2019/08,VOLKSWAGEN,GOLF 1.4 TSI,1395.0,2013.0,0,16000.0,Grey,"$98,000"
2019/08,AUDI,A1 1.4 TFSI (185 BHP),1390.0,2011.0,1,50911.0,Silver,"$98,900"
2019/08,TOYOTA,SIENTA,1496.0,2015.0,0,37500.0,Red-Var,"$168,000"
2019/08,LAND ROVER,DISCOVERY SPT SE,1999.0,2016.0,0,55000.0,Black-Var,"$388,000"
2019/08,MERCEDES BENZ,B180,1595.0,2012.0,0,57000.0,Black,"$118,000"
2019/08,VOLKSWAGEN,GOLF,1395.0,2015.0,1,37000.0,Grey,"$118,000"
2019/08,VOLKSWAGEN,GOLF SV TSI,1395.0,2017.0,0,2195.0,Silver,"$178,000"
2019/08,HONDA,FREED,1496.0,2012.0,0,76100.0,White,"$118,000"
2019/08,NISSAN,SERENA 2.0,1997.0,2010.0,0,76000.0,White,"$98,000"
2019/08,HONDA,CRV,1498.0,2017.0,0,13500.0,Green,"$298,000"
2019/08,BMW,120IA M SPORT EDITION,1598.0,2015.0,0,51000.0,Grey,"$178,000"
2019/08,NISSAN,QASHQAI PLUS,1997.0,2016.0,0,21000.0,White,"$188,000"
2019/08,LEXUS,GS250,2500.0,2013.0,2,10364.0,Silver,"$158,000"
2019/08,LEXUS,RX200T,1998.0,2016.0,0,24000.0,Black-Var,"$438,000"
2019/08,INFINITI,Q50 3.0T GT,2997.0,2017.0,0,1000.0,Black,"$289,000"
2019/08,HONDA,JAZZ,1317.0,2016.0,0,15000.0,White,"$128,000"
2019/08,HONDA,JAZZ 1.5,1496.0,2016.0,0,24000.0,Blue,"$158,000"
2019/08,NISSAN,NOTE,1198.0,2013.0,0,44000.0,Purple,"$88,000"
2019/08,NISSAN,SERENA 2.0,1997.0,2011.0,0,42000.0,Silver,"$118,000"
2019/08,MAZDA,MAZDA5,1998.0,2014.0,0,39525.0,Silver,"$108,000"
2019/08,HONDA,ODYSSEY 2.4,2356.0,2015.0,0,62000.0,Silver,"$258,000"
2019/08,AUDI,A4 AVANT 30 TFSI,1395.0,2016.0,0,32600.0,Silver,"$208,000"
2019/08,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,25800.0,White,"$339,000"
2019/08,AUDI,Q5 45 TFSI QUATTRO,1984.0,2019.0,0,600.0,Grey,"$459,000"
2019/07,NISSAN,X-TRAIL,1997.0,2014.0,0,63000.0,Grey,"$178,000"
2019/07,VOLKSWAGEN,GOLF 1.4 TSI,1390.0,2012.0,0,27000.0,White,"$68,000"
2019/07,VOLKSWAGEN,POLO 1.4,1390.0,2013.0,1,54308.0,Grey,"$89,000"
2019/07,HONDA,JAZZ 1.5,1496.0,2016.0,1,30000.0,Purple,"$148,000"
2019/07,AUDI,A4 30 TFSI,1395.0,2016.0,1,26378.0,Grey,"$228,000"
2019/07,MINI,ONE COUNTRYMAN AT,1598.0,2013.0,0,49000.0,Green,"$128,000"
2019/07,HONDA,STEPWGN 2.0 SPADA,1997.0,2013.0,1,56500.0,White,"$178,000"
2019/07,NISSAN,SERENA 2.0 HWS,1997.0,2011.0,0,89000.0,Black,"$118,000"
2019/07,MERCEDES BENZ,CLA200,1595.0,2015.0,1,26000.0,White,"$268,000"
2019/07,MERCEDES BENZ,B200,1595.0,2014.0,1,34000.0,Silver,"$168,000"
2019/07,HONDA,STEPWGN L,1496.0,2016.0,0,8467.0,Blue,"$228,000"
2019/07,HONDA,FREED G AERO,1496.0,2016.0,0,14850.0,Silver,"$178,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,21900.0,Silver,"$333,000"
2019/07,HONDA,JAZZ 1.5,1496.0,2014.0,0,24000.0,Orange,"$138,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,12000.0,Grey,"$428,000"
2019/07,TOYOTA,SPADE,1496.0,2015.0,0,55085.0,Red-Var,"$128,000"
2019/07,HONDA,VEZEL,1496.0,2017.0,1,54000.0,Black,"$188,000"
2019/07,VOLKSWAGEN,SHARAN 2.0 TSI,1984.0,2012.0,1,59000.0,Black,"$138,000"
2019/07,HONDA,STEPWGN SPADA,1496.0,2017.0,0,7700.0,White,"$268,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,600.0,Black,"$459,000"
2019/07,NISSAN,MURANO 3.5L,3498.0,2010.0,0,80000.0,Black,"$69,800"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,13000.0,Blue,"$388,000"
2019/07,AUDI,A3 SPORTBACK 1.4 TFSI,1395.0,2015.0,0,70500.0,White,"$129,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2018.0,0,7000.0,White,"$397,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,900.0,Brown,"$429,000"
2019/07,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,10100.0,Black,"$418,000"
2019/06,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,600.0,Green,"$439,900"
2019/06,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,800.0,White,"$489,900"
2019/06,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,9000.0,Blue,"$458,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO 'BLACK EDITION',1984.0,2016.0,0,19000.0,Grey,"$339,000"
2019/06,AUDI,Q5 2.0TFSI QUATTRO,1984.0,2015.0,0,38100.0,Grey,"$338,000"
2019/06,AUDI,A3 SPORTBACK 1.8 TFSI,1798.0,2013.0,0,24500.0,White,"$141,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2016.0,0,32500.0,Blue,"$233,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO 'BLACK EDITION',1984.0,2015.0,1,15059.0,White,"$368,000"
2019/06,AUDI,A8 LWB 4.0 QUATTRO,3993.0,2013.0,0,78100.0,Grey,"$369,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2013.0,1,20200.0,Grey,"$158,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2016.0,1,26300.0,Silver,"$259,000"
2019/06,AUDI,A6 SALOON 35 TFSI,1781.0,2015.0,0,57600.0,Grey,"$159,000"
2019/06,AUDI,A6 SEDAN 2.0 TFSI,1995.0,2014.0,0,68800.0,Black,"$168,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2015.0,1,20000.0,Silver,"$228,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2014.0,1,51200.0,Grey,"$188,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2017.0,0,43800.0,Blue,"$295,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2016.0,0,24000.0,Blue,"$288,000"
2019/06,AUDI,A6 SALOON 35 TFSI,1798.0,2015.0,0,34900.0,Black,"$168,000"
2019/06,AUDI,A4 SALOON 40 TFSI,1984.0,2017.0,0,18000.0,Black,"$238,000"
2019/06,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2014.0,0,83800.0,Grey,"$188,000"
2019/05,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2013.0,0,63700.0,Grey,"$159,000"
2019/05,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2016.0,0,73200.0,White,"$283,000"
2019/05,AUDI,Q2 25 TFSI,999.0,2017.0,0,6300.0,Yellow,"$178,000"
2019/05,AUDI,Q5 2.0 TFSI QUATTRO,1984.0,2011.0,1,27000.0,Grey,"$188,000"
